bank,base_url,pdf_url,resolved_pdf_url
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/34475/1332157045969_BASEL_II_PILLAR_III_DISCLOSURES_AS_ON_31_12_2011.pdf,https://www.sbi.co.in/documents/17826/34475/1332157045969_BASEL_II_PILLAR_III_DISCLOSURES_AS_ON_31_12_2011.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/21292/FEDAI_CodeAddendumToFxGC+-+Aug+2017.pdf,https://www.sbi.co.in/documents/17826/21292/FEDAI_CodeAddendumToFxGC+-+Aug+2017.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/74-75.pdf,https://www.sbi.co.in/documents/17826/35696/74-75.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/30078/Disclosure2620.pdf,https://www.sbi.co.in/documents/17826/30078/Disclosure2620.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/30078/Disclosure17042017.pdf,https://www.sbi.co.in/documents/17826/30078/Disclosure17042017.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/1344661938104_UNAUDITED_JUN12_NOTES.pdf,https://www.sbi.co.in/documents/17826/17948/1344661938104_UNAUDITED_JUN12_NOTES.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/30849/Disclosure19092016.pdf,https://www.sbi.co.in/documents/17826/30849/Disclosure19092016.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/21077/54394/160124-Fema+Booklet+Part+A+%26+B+03.01.24.pdf,https://www.sbi.co.in/documents/21077/54394/160124-Fema+Booklet+Part+A+%26+B+03.01.24.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/1275994607852_3_HIGHLIGHTS.pdf,https://www.sbi.co.in/documents/17826/35696/1275994607852_3_HIGHLIGHTS.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/1275994607852_6_FINANCIALPERFORMANCE.pdf,https://www.sbi.co.in/documents/17826/35696/1275994607852_6_FINANCIALPERFORMANCE.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/020819-June_2019.pdf,https://www.sbi.co.in/documents/17826/17948/020819-June_2019.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/PressAdd_230509.pdf,https://www.sbi.co.in/documents/17826/17948/PressAdd_230509.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/1389091939477_UNAUDITED_FINANCIAL_RESULTS_30TH_SEP13.pdf,https://www.sbi.co.in/documents/17826/17948/1389091939477_UNAUDITED_FINANCIAL_RESULTS_30TH_SEP13.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/33945/SBI_LCR_Disclosure_April_June_Qtr_2018.pdf,https://www.sbi.co.in/documents/17826/33945/SBI_LCR_Disclosure_April_June_Qtr_2018.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/21606/1261483663895_the_gazetter_chapter.pdf,https://www.sbi.co.in/documents/17826/21606/1261483663895_the_gazetter_chapter.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/1389091939477_RESULTS_NOTES_SEP13.pdf,https://www.sbi.co.in/documents/17826/17948/1389091939477_RESULTS_NOTES_SEP13.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/SBI_SR_V11June.pdf,https://www.sbi.co.in/documents/17826/35696/SBI_SR_V11June.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/34762/FINAL+P3D-DFs+MAR2018+DTD+22MAY2018.pdf,https://www.sbi.co.in/documents/17826/34762/FINAL+P3D-DFs+MAR2018+DTD+22MAY2018.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/35696/72-75.pdf,https://www.sbi.co.in/documents/17826/35696/72-75.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/1232788210234-Unaudited_Dec2008.pdf,https://www.sbi.co.in/documents/17826/17948/1232788210234-Unaudited_Dec2008.pdf
State Bank of India,https://www.sbi.co.in/portal/web/corporate-governance/annual-report,/documents/17826/17948/1360838040528_UNAUDITED_Q3RESULT_DEC12.pdf,https://www.sbi.co.in/documents/17826/17948/1360838040528_UNAUDITED_Q3RESULT_DEC12.pdf
